step,_epoch_,train,train_epoch_f1_at_008,train_epoch_f1_at_01,train_epoch_f1_at_02,train_epoch_f1_at_03,train_epoch_mAP,valid,valid_epoch_f1_at_008,valid_epoch_f1_at_01,valid_epoch_f1_at_02,valid_epoch_f1_at_03,valid_epoch_mAP
1,{'lr': 0.0007758770483143634, 'momentum': 0.9},{'f1_at_008': 0.008438907851748022, 'f1_at_01': 0.0012979199772522197, 'f1_at_02': 0.0003608964604975374, 'f1_at_03': 0.0005288587573869565, 'mAP': 0.008513987363825762, 'loss': 0.07322158059579527, 'loss/mean': 0.07322158059579527, 'loss/std': 0.47168080489478137, 'lr': 0.0008, 'momentum': 0.9},0.008438907851748022,0.0012979199772522197,0.0003608964604975374,0.0005288587573869565,0.008513987363825762,{'f1_at_008': 0.07084955148221166, 'f1_at_01': 0.046292652334389124, 'f1_at_02': 0.0, 'f1_at_03': 0.0, 'mAP': 0.014354471914636423, 'loss': 0.009595194643407868, 'loss/mean': 0.009595194643407868, 'loss/std': 0.001599706818463215, 'lr': 0.0008, 'momentum': 0.9},0.07084955148221166,0.046292652334389124,0.0,0.0,0.014354471914636423
2,{'lr': 0.0007064177772475911, 'momentum': 0.9},{'f1_at_008': 0.06330522389355821, 'f1_at_01': 0.024950200600398396, 'f1_at_02': 8.416799932665601e-05, 'f1_at_03': 0.0, 'mAP': 0.014564146471818072, 'loss': 0.010526201846331231, 'loss/mean': 0.010526201846331231, 'loss/std': 0.000711538795143992, 'lr': 0.0007758770483143634, 'momentum': 0.9},0.06330522389355821,0.024950200600398396,8.416799932665601e-05,0.0,0.014564146471818072,{'f1_at_008': 0.09412568774903127, 'f1_at_01': 0.10819990062669295, 'f1_at_02': 0.01460787613598115, 'f1_at_03': 0.0, 'mAP': 0.030494190636819046, 'loss': 0.008641985754439502, 'loss/mean': 0.008641985754439502, 'loss/std': 0.0017992068325327615, 'lr': 0.0007758770483143634, 'momentum': 0.9},0.09412568774903127,0.10819990062669295,0.01460787613598115,0.0,0.030494190636819046
3,{'lr': 0.0006000000000000001, 'momentum': 0.9},{'f1_at_008': 0.11032041329785627, 'f1_at_01': 0.09523094763815242, 'f1_at_02': 0.004825631961394944, 'f1_at_03': 8.416799932665601e-05, 'mAP': 0.02516267463627282, 'loss': 0.009367972309334689, 'loss/mean': 0.009367972309334689, 'loss/std': 0.0005096111285786243, 'lr': 0.0007064177772475911, 'momentum': 0.9},0.11032041329785627,0.09523094763815242,0.004825631961394944,8.416799932665601e-05,0.02516267463627282,{'f1_at_008': 0.10581152775947036, 'f1_at_01': 0.14023426552877916, 'f1_at_02': 0.033770896443397286, 'f1_at_03': 0.005946370470099854, 'mAP': 0.04916291984092515, 'loss': 0.008130390704548329, 'loss/mean': 0.008130390704548329, 'loss/std': 0.0018410427341470532, 'lr': 0.0007064177772475911, 'momentum': 0.9},0.10581152775947036,0.14023426552877916,0.033770896443397286,0.005946370470099854,0.04916291984092515
4,{'lr': 0.00046945927106677225, 'momentum': 0.9},{'f1_at_008': 0.11834590211732163, 'f1_at_01': 0.1383254369661238, 'f1_at_02': 0.01686165586510675, 'f1_at_03': 0.000813623993491008, 'mAP': 0.03472639337163077, 'loss': 0.008715999329238612, 'loss/mean': 0.008715999329238612, 'loss/std': 0.00046373865720069046, 'lr': 0.0006000000000000001, 'momentum': 0.9},0.11834590211732163,0.1383254369661238,0.01686165586510675,0.000813623993491008,0.03472639337163077,{'f1_at_008': 0.11121998461334913, 'f1_at_01': 0.14428167105716752, 'f1_at_02': 0.0666891058005161, 'f1_at_03': 0.017726915741052396, 'mAP': 0.06483286530440792, 'loss': 0.0077847322165083286, 'loss/mean': 0.0077847322165083286, 'loss/std': 0.0019478262504267277, 'lr': 0.0006000000000000001, 'momentum': 0.9},0.11121998461334913,0.14428167105716752,0.0666891058005161,0.017726915741052396,0.06483286530440792
5,{'lr': 0.0003305407289332279, 'momentum': 0.9},{'f1_at_008': 0.1288947352667049, 'f1_at_01': 0.1664875758680994, 'f1_at_02': 0.03488763572089892, 'f1_at_03': 0.006579131947366944, 'mAP': 0.05122808537499509, 'loss': 0.008252577288265197, 'loss/mean': 0.008252577288265197, 'loss/std': 0.0004897756511713357, 'lr': 0.00046945927106677225, 'momentum': 0.9},0.1288947352667049,0.1664875758680994,0.03488763572089892,0.006579131947366944,0.05122808537499509,{'f1_at_008': 0.10614385615310133, 'f1_at_01': 0.14955027329351683, 'f1_at_02': 0.11359811511275665, 'f1_at_03': 0.03904409289801414, 'mAP': 0.0819079081613433, 'loss': 0.007185690152609, 'loss/mean': 0.007185690152609, 'loss/std': 0.0019435276570412417, 'lr': 0.00046945927106677225, 'momentum': 0.9},0.10614385615310133,0.14955027329351683,0.11359811511275665,0.03904409289801414,0.0819079081613433
6,{'lr': 0.0002000000000000001, 'momentum': 0.9},{'f1_at_008': 0.1381260991256475, 'f1_at_01': 0.1853940647350293, 'f1_at_02': 0.06601576747187385, 'f1_at_03': 0.01550655107594759, 'mAP': 0.06507063835294644, 'loss': 0.00792490225857521, 'loss/mean': 0.00792490225857521, 'loss/std': 0.0004504508369701643, 'lr': 0.0003305407289332279, 'momentum': 0.9},0.1381260991256475,0.1853940647350293,0.06601576747187385,0.01550655107594759,0.06507063835294644,{'f1_at_008': 0.12349775353616406, 'f1_at_01': 0.17342559383454184, 'f1_at_02': 0.151049029507461, 'f1_at_03': 0.058790530685515534, 'mAP': 0.098267855883054, 'loss': 0.00700385011519418, 'loss/mean': 0.00700385011519418, 'loss/std': 0.002032871199893486, 'lr': 0.0003305407289332279, 'momentum': 0.9},0.12349775353616406,0.17342559383454184,0.151049029507461,0.058790530685515534,0.098267855883054
7,{'lr': 9.358222275240884e-05, 'momentum': 0.9},{'f1_at_008': 0.14821054719176913, 'f1_at_01': 0.201372521370838, 'f1_at_02': 0.09179642566562858, 'f1_at_03': 0.02703195578374435, 'mAP': 0.08254292779686287, 'loss': 0.007648746286040003, 'loss/mean': 0.007648746286040003, 'loss/std': 0.0004569762095995578, 'lr': 0.0002000000000000001, 'momentum': 0.9},0.14821054719176913,0.201372521370838,0.09179642566562858,0.02703195578374435,0.08254292779686287,{'f1_at_008': 0.12674527889046389, 'f1_at_01': 0.17959913604477726, 'f1_at_02': 0.1775288102450674, 'f1_at_03': 0.07539548973409627, 'mAP': 0.1137845417657477, 'loss': 0.0067719037007278405, 'loss/mean': 0.0067719037007278405, 'loss/std': 0.0020325281061405825, 'lr': 0.0002000000000000001, 'momentum': 0.9},0.12674527889046389,0.17959913604477726,0.1775288102450674,0.07539548973409627,0.1137845417657477
8,{'lr': 2.4122951685636676e-05, 'momentum': 0.9},{'f1_at_008': 0.1538673336118551, 'f1_at_01': 0.2104070349125479, 'f1_at_02': 0.10570538795435688, 'f1_at_03': 0.031335746149314024, 'mAP': 0.09271132473481686, 'loss': 0.0075114546521232, 'loss/mean': 0.0075114546521232, 'loss/std': 0.00044866067316625877, 'lr': 9.358222275240884e-05, 'momentum': 0.9},0.1538673336118551,0.2104070349125479,0.10570538795435688,0.031335746149314024,0.09271132473481686,{'f1_at_008': 0.13612982428062356, 'f1_at_01': 0.19532773062432315, 'f1_at_02': 0.19257264669583754, 'f1_at_03': 0.0892516548861214, 'mAP': 0.12931946142173864, 'loss': 0.006650094432522457, 'loss/mean': 0.006650094432522457, 'loss/std': 0.002047678180947599, 'lr': 9.358222275240884e-05, 'momentum': 0.9},0.13612982428062356,0.19532773062432315,0.19257264669583754,0.0892516548861214,0.12931946142173864
9,{'lr': 0.0, 'momentum': 0.9},{'f1_at_008': 0.1576526095997763, 'f1_at_01': 0.21629304819692832, 'f1_at_02': 0.11561596947507223, 'f1_at_03': 0.039424290884605674, 'mAP': 0.09925686216439004, 'loss': 0.007421796609533988, 'loss/mean': 0.007421796609533988, 'loss/std': 0.00043008178146491103, 'lr': 2.4122951685636676e-05, 'momentum': 0.9},0.1576526095997763,0.21629304819692832,0.11561596947507223,0.039424290884605674,0.09925686216439004,{'f1_at_008': 0.13359258708427366, 'f1_at_01': 0.1939925737258676, 'f1_at_02': 0.20345562661281275, 'f1_at_03': 0.09435655783686749, 'mAP': 0.12698085965361905, 'loss': 0.006603603813018572, 'loss/mean': 0.006603603813018572, 'loss/std': 0.002039861756694972, 'lr': 2.4122951685636676e-05, 'momentum': 0.9},0.13359258708427366,0.1939925737258676,0.20345562661281275,0.09435655783686749,0.12698085965361905
10,{'lr': 2.412295168563663e-05, 'momentum': 0.9},{'f1_at_008': 0.16103799840229802, 'f1_at_01': 0.21951500229422966, 'f1_at_02': 0.11568610947451112, 'f1_at_03': 0.037872794097017645, 'mAP': 0.10240103839979647, 'loss': 0.007392976016565618, 'loss/mean': 0.007392976016565618, 'loss/std': 0.0004586179547785778, 'lr': 0.0, 'momentum': 0.9},0.16103799840229802,0.21951500229422966,0.11568610947451112,0.037872794097017645,0.10240103839979647,{'f1_at_008': 0.13620124982659004, 'f1_at_01': 0.19322070150162765, 'f1_at_02': 0.20598002917087402, 'f1_at_03': 0.0987882867721306, 'mAP': 0.13498573297142547, 'loss': 0.006600471950117002, 'loss/mean': 0.006600471950117002, 'loss/std': 0.0020452690827476865, 'lr': 0.0, 'momentum': 0.9},0.13620124982659004,0.19322070150162765,0.20598002917087402,0.0987882867721306,0.13498573297142547
11,{'lr': 9.358222275240867e-05, 'momentum': 0.9},{'f1_at_008': 0.15951859331672757, 'f1_at_01': 0.2204991358555873, 'f1_at_02': 0.12027326543781387, 'f1_at_03': 0.03880144768958842, 'mAP': 0.09989455879133265, 'loss': 0.007373336964556438, 'loss/mean': 0.007373336964556438, 'loss/std': 0.0004835480312793983, 'lr': 2.412295168563663e-05, 'momentum': 0.9},0.15951859331672757,0.2204991358555873,0.12027326543781387,0.03880144768958842,0.09989455879133265,{'f1_at_008': 0.13503711249420777, 'f1_at_01': 0.1989528528374629, 'f1_at_02': 0.20640637271401324, 'f1_at_03': 0.09940536295299, 'mAP': 0.12480089770722758, 'loss': 0.006531983078559293, 'loss/mean': 0.006531983078559293, 'loss/std': 0.0020088743130577008, 'lr': 2.412295168563663e-05, 'momentum': 0.9},0.13503711249420777,0.1989528528374629,0.20640637271401324,0.09940536295299,0.12480089770722758
12,{'lr': 0.00019999999999999985, 'momentum': 0.9},{'f1_at_008': 0.16080121120541302, 'f1_at_01': 0.22431686746980073, 'f1_at_02': 0.1276732357786141, 'f1_at_03': 0.04499340684005274, 'mAP': 0.09977460481470342, 'loss': 0.007338597703787493, 'loss/mean': 0.007338597703787493, 'loss/std': 0.00041993202579254597, 'lr': 9.358222275240867e-05, 'momentum': 0.9},0.16080121120541302,0.22431686746980073,0.1276732357786141,0.04499340684005274,0.09977460481470342,{'f1_at_008': 0.1400148756931475, 'f1_at_01': 0.2021655849480393, 'f1_at_02': 0.2202961965668125, 'f1_at_03': 0.10596880960394928, 'mAP': 0.13789998889000563, 'loss': 0.006451281667813955, 'loss/mean': 0.006451281667813955, 'loss/std': 0.001996956348132089, 'lr': 9.358222275240867e-05, 'momentum': 0.9},0.1400148756931475,0.2021655849480393,0.2202961965668125,0.10596880960394928,0.13789998889000563
13,{'lr': 0.00033054072893322795, 'momentum': 0.9},{'f1_at_008': 0.1747687818336051, 'f1_at_01': 0.2449942598246613, 'f1_at_02': 0.1509653267922774, 'f1_at_03': 0.05972280672221754, 'mAP': 0.10933929107850494, 'loss': 0.007154398102759463, 'loss/mean': 0.007154398102759463, 'loss/std': 0.0004599586798144667, 'lr': 0.00019999999999999985, 'momentum': 0.9},0.1747687818336051,0.2449942598246613,0.1509653267922774,0.05972280672221754,0.10933929107850494,{'f1_at_008': 0.14975752406835585, 'f1_at_01': 0.2078862129902725, 'f1_at_02': 0.2635476270615954, 'f1_at_03': 0.14243240210927857, 'mAP': 0.15233602625347387, 'loss': 0.006242838427386814, 'loss/mean': 0.006242838427386814, 'loss/std': 0.0021157934489510217, 'lr': 0.00019999999999999985, 'momentum': 0.9},0.14975752406835585,0.2078862129902725,0.2635476270615954,0.14243240210927857,0.15233602625347387
14,{'lr': 0.00046945927106677214, 'momentum': 0.9},{'f1_at_008': 0.1922450764476613, 'f1_at_01': 0.2638036698406196, 'f1_at_02': 0.18924212728606296, 'f1_at_03': 0.08285497853716016, 'mAP': 0.12712385617341057, 'loss': 0.006855526682550373, 'loss/mean': 0.006855526682550373, 'loss/std': 0.00042438699431965646, 'lr': 0.00033054072893322795, 'momentum': 0.9},0.1922450764476613,0.2638036698406196,0.18924212728606296,0.08285497853716016,0.12712385617341057,{'f1_at_008': 0.1847554731279687, 'f1_at_01': 0.26259815530461184, 'f1_at_02': 0.24051706175570195, 'f1_at_03': 0.12515426904521484, 'mAP': 0.1732876201302031, 'loss': 0.006257443826737146, 'loss/mean': 0.006257443826737146, 'loss/std': 0.0019860512106186787, 'lr': 0.00033054072893322795, 'momentum': 0.9},0.1847554731279687,0.26259815530461184,0.24051706175570195,0.12515426904521484,0.1732876201302031
15,{'lr': 0.0005999999999999998, 'momentum': 0.9},{'f1_at_008': 0.22076356807796177, 'f1_at_01': 0.3025706828579381, 'f1_at_02': 0.25305830437553356, 'f1_at_03': 0.1247678366018573, 'mAP': 0.15896769374269784, 'loss': 0.006434892791577107, 'loss/mean': 0.006434892791577107, 'loss/std': 0.0005170697437451697, 'lr': 0.00046945927106677214, 'momentum': 0.9},0.22076356807796177,0.3025706828579381,0.25305830437553356,0.1247678366018573,0.15896769374269784,{'f1_at_008': 0.20819098491015775, 'f1_at_01': 0.2799313822549517, 'f1_at_02': 0.3399427996365054, 'f1_at_03': 0.2103332211376641, 'mAP': 0.2097425572168569, 'loss': 0.005786645095463113, 'loss/mean': 0.005786645095463113, 'loss/std': 0.0021226124003479, 'lr': 0.00046945927106677214, 'momentum': 0.9},0.20819098491015775,0.2799313822549517,0.3399427996365054,0.2103332211376641,0.2097425572168569
16,{'lr': 0.0007064177772475912, 'momentum': 0.9},{'f1_at_008': 0.2580180120003714, 'f1_at_01': 0.34451027648966026, 'f1_at_02': 0.33208864894329077, 'f1_at_03': 0.18924773848601809, 'mAP': 0.19212546482685983, 'loss': 0.005941318083962438, 'loss/mean': 0.005941318083962438, 'loss/std': 0.0005061558613332375, 'lr': 0.0005999999999999998, 'momentum': 0.9},0.2580180120003714,0.34451027648966026,0.33208864894329077,0.18924773848601809,0.19212546482685983,{'f1_at_008': 0.2576951034011138, 'f1_at_01': 0.32027217110321793, 'f1_at_02': 0.399471150413594, 'f1_at_03': 0.3230674295972175, 'mAP': 0.21545775063684813, 'loss': 0.0055281110035800395, 'loss/mean': 0.0055281110035800395, 'loss/std': 0.0023488790861446295, 'lr': 0.0005999999999999998, 'momentum': 0.9},0.2576951034011138,0.32027217110321793,0.399471150413594,0.3230674295972175,0.21545775063684813
17,{'lr': 0.0007758770483143635, 'momentum': 0.9},{'f1_at_008': 0.29975285088557146, 'f1_at_01': 0.3842176441602366, 'f1_at_02': 0.4022208995822328, 'f1_at_03': 0.26541677187666585, 'mAP': 0.23207812539106393, 'loss': 0.005450371446643097, 'loss/mean': 0.005450371446643097, 'loss/std': 0.0005180856023198701, 'lr': 0.0007064177772475912, 'momentum': 0.9},0.29975285088557146,0.3842176441602366,0.4022208995822328,0.26541677187666585,0.23207812539106393,{'f1_at_008': 0.27078682880310917, 'f1_at_01': 0.35274788497270426, 'f1_at_02': 0.4693740064490653, 'f1_at_03': 0.3728112494857699, 'mAP': 0.29710702547113704, 'loss': 0.004816640939253803, 'loss/mean': 0.004816640939253803, 'loss/std': 0.0020776214005706083, 'lr': 0.0007064177772475912, 'momentum': 0.9},0.27078682880310917,0.35274788497270426,0.4693740064490653,0.3728112494857699,0.29710702547113704
18,{'lr': 0.0008000000000000001, 'momentum': 0.9},{'f1_at_008': 0.3346655413104813, 'f1_at_01': 0.41745868671323055, 'f1_at_02': 0.4648681434810549, 'f1_at_03': 0.33639404250884763, 'mAP': 0.2675691992863462, 'loss': 0.0050251291363687615, 'loss/mean': 0.0050251291363687615, 'loss/std': 0.0005094823289310378, 'lr': 0.0007758770483143635, 'momentum': 0.9},0.3346655413104813,0.41745868671323055,0.4648681434810549,0.33639404250884763,0.2675691992863462,{'f1_at_008': 0.3170509153374744, 'f1_at_01': 0.38581370720050295, 'f1_at_02': 0.5010234464290338, 'f1_at_03': 0.44043478493158733, 'mAP': 0.31978769972004767, 'loss': 0.004698129273946038, 'loss/mean': 0.004698129273946038, 'loss/std': 0.0022796388241257876, 'lr': 0.0007758770483143635, 'momentum': 0.9},0.3170509153374744,0.38581370720050295,0.5010234464290338,0.44043478493158733,0.31978769972004767
19,{'lr': 0.0007758770483143636, 'momentum': 0.9},{'f1_at_008': 0.3684874939039046, 'f1_at_01': 0.4508342068219652, 'f1_at_02': 0.5130122269504477, 'f1_at_03': 0.38629284050965723, 'mAP': 0.3095902915240102, 'loss': 0.004646748669417925, 'loss/mean': 0.004646748669417925, 'loss/std': 0.0005201437919936472, 'lr': 0.0008000000000000001, 'momentum': 0.9},0.3684874939039046,0.4508342068219652,0.5130122269504477,0.38629284050965723,0.3095902915240102,{'f1_at_008': 0.281605090902867, 'f1_at_01': 0.35900951807991266, 'f1_at_02': 0.5008038018303922, 'f1_at_03': 0.4057780769662291, 'mAP': 0.3452844007068664, 'loss': 0.0046629640117014275, 'loss/mean': 0.0046629640117014275, 'loss/std': 0.0018394885436876902, 'lr': 0.0008000000000000001, 'momentum': 0.9},0.281605090902867,0.35900951807991266,0.5008038018303922,0.4057780769662291,0.3452844007068664
